,timestamp,rating,title,text,parent_asin,verified_purchase
1027764,2022-08-31 05:24:52,5.0,Great little gadget,"Super easy to use.  Love that u don’t have to touch anyone.  Reads super fast, seems pretty accurate.  Comfortable to hold and use.  Would recommend.",B075QQ8VZW,True
1027901,2022-10-07 00:48:07,1.0,"No instructions, takes to long to read works 30% of the times",Product not easy to use with no instructions and works and then doesn’t work,B075QQ8VZW,True
1029956,2022-08-11 12:23:10,5.0,Great thermometer,"I absolutely love this thermometer....so easy to use.  No touch, no beeps, lights to interfere when taking someones temperature when they are sleeping.  It takes an accurate temperature immediately.  Get it, it is great!",B075QQ8VZW,True
1030637,2020-07-22 23:12:35,5.0,A must have thermometer,Easy to use and accurate it’s accurate. A must have thermometer,B075QQ8VZW,True
1031323,2020-06-22 00:45:49,1.0,Inoperable out of the box.,"Did not work, no reading.",B075QQ8VZW,True
1031511,2021-06-09 08:29:27,4.0,Hard to figure out at first,It was a bit hard to figure it out the correct distance to your forehead at first. The instructions could be a bit better.,B075QQ8VZW,True
1031522,2023-01-03 18:35:43,5.0,Easy to check temperature quickly.,Very easy to use. No guessing if there is a fever or not. Easy to read digital temperature.,B075QQ8VZW,True
1031598,2022-07-02 22:43:20,3.0,Be mindful that there are two versions PT3(Stand alone) & PT3BT(connects to your smart phone),"I like to keep a daily digital log of all my vitals, so I buy the smartphone compatible versions.",B075QQ8VZW,True
1033369,2020-06-07 21:36:30,4.0,Going to like it,"Liked the weight, looks & readout. I will have to get use to getting close to forehead to register. Overall very pleased.",B075QQ8VZW,True
1033479,2020-07-23 09:59:55,4.0,I gave it a 4 for the price,"ok so I live in south Florida in 1 of the ONLY counties still in phase 1 of covid 19 reopening, where we r still required to wear a mask for everything.  in order to open my restaurant to patrons who wanted to dine in, I had to RUSH to buy one of these to check the employees everyday.  It arrived quick and its easy to use.  I gave it 4 stars instead of 5 bc of the price.  its just like gasoline... the law of supply and demand.  u couldn't buy 1 of these anywhere for weeks bc everyone needed 1 so ALL  not just this company... raised their prices by a lot.  not just a few dollars.  my food is still the same price it was march 17 when we were forced to close our dining rooms, so I just felt ughh about the whole thing.  again I get it... make ur money while u can but, people just came off of being closed for months and every little dime we can save helps.  u hold it close to ur forehead and hold down the button until it wiggles... release the button.  its that simple.  so all that being said, the product does what its supposed to do, but I just couldn't give it a 5 based on the price paid for what it actually does.",B075QQ8VZW,True
1034110,2021-03-06 14:43:24,5.0,"Easy to read, accurate, affordable.","I love how easy this is to use, and it’s<br />accurate !",B075QQ8VZW,True
1034177,2020-11-24 13:41:31,5.0,Simple,Easy to use!,B075QQ8VZW,True
1034609,2021-08-26 21:19:32,4.0,Doesn't vibrate,It states it vibrates when it finishes reading a temp. It does not. No beep or alert to say it is done.,B075QQ8VZW,True
1035024,2020-05-23 15:22:42,5.0,Super easy to use!,We were so glade to receive this no touch thermometer while in quarantine do to Covid exposure. It could not be easier to use! Point 1inch away from forehead and press the button. Hear a buzz/vibration and your temperature is displayed.<br />We received it earlier than promised!,B075QQ8VZW,True
1035067,2023-01-25 18:40:53,5.0,FEVER?,Very impressed with the ease of operation and it's rapid response of reporting if fever is present in my daughter.,B075QQ8VZW,True
1035236,2021-11-06 20:33:27,5.0,Outstanding,Quick and easy to use. It seems accurate.,B075QQ8VZW,True
1035303,2020-10-27 18:49:17,5.0,As expected,As expected,B075QQ8VZW,True
1035587,2022-10-15 06:26:26,5.0,Super easy and great,Really easy to use and very effective. Small for easy storage very light .,B075QQ8VZW,True
1035795,2021-04-29 05:45:17,5.0,Two thumbs up!  👍🏻👍🏻,Is it a medical piece of equipment or a toy? It’s fun to use and appears to be extremely accurate. I would highly recommend this product.,B075QQ8VZW,True
1036009,2020-08-06 20:40:29,5.0,Temp,Holding it right distance is a little hard getting use to,B075QQ8VZW,True
1036083,2020-08-07 14:11:08,4.0,not totally reliable,"My first thermal thermometer that I have ever used. If there is hair, or if it's too hot outside, doesn't give accurate findings. But maybe that's how all of them are. Very easy to use though.",B075QQ8VZW,True
1036191,2021-05-29 18:52:04,5.0,GREAT PRODUCT FOR TAKING TEMPS.,"WITH COVID, TILL WE GOT OUR SHOTS THIS WAS A GREAT THING TO HAVE AFTER GOING TO THE STORE... THANK GOODNESS I AM VACCINATED, BUT WILL USE THIS FOR WHEN EITHER OF US GET SICK.. CONVENIENT AND GREAT PRICE",B075QQ8VZW,True
1036290,2020-07-23 21:54:22,5.0,perfect thermoneter,So user friendly couldnt be any easier to use,B075QQ8VZW,True
1036330,2020-09-09 18:06:04,5.0,Great buy,In these harrowing times this is a great buy. Works good and easy to read.,B075QQ8VZW,True
1036863,2020-09-21 20:18:37,5.0,Easy to use,We have never been able to get this to work. I am unable to return it however I would not purchase again.,B075QQ8VZW,True
1037585,2020-06-24 21:33:31,5.0,"Easy to use, quick read",Can’t say accuracy but seems to be don’t have a second device to check.  Seems ok.  Easy to use quick read.,B075QQ8VZW,True
1038263,2020-11-23 23:32:00,5.0,Accurate,Seems really accurate. I have to press the button more than once sometimes to get it to read,B075QQ8VZW,True
1038379,2021-08-24 01:18:08,1.0,Wasn’t accurate,"I read several reviews that said this thermometer wasn’t accurate, and they were right, I could take several temperatures and it would read differently every time, then there were times it read the same, I think it depends on how close and where you have it aimed, I just want an accurate reading every time.",B075QQ8VZW,True
1038526,2022-07-06 18:19:06,5.0,Great product!,"Bought this product for use at work (home healthcare) and it is reliable, accurate, fast, and easy to use. I am very happy with my purchase!",B075QQ8VZW,True
1038745,2021-01-04 19:33:59,5.0,Simple,Super simple to use.,B075QQ8VZW,True
1038988,2022-08-30 17:01:09,4.0,"Simple and quick, close enough","Not 100% convinced on the accuracy of this thermometer, but our one year old won't let us use his ear or mouth so it's close enough! Thinking it might be a little low, however. Instant reading, which is nice.",B075QQ8VZW,True
1039050,2020-09-10 08:08:02,5.0,Accurate and easy to use. Don’t think twice,Accurate and easy to use,B075QQ8VZW,True
1039058,2022-11-10 22:48:46,5.0,Quick and easy,Within seconds it's done. Easy to read. So much easier then a regular thermometer. Came in handy.,B075QQ8VZW,True
1039242,2021-01-05 17:52:42,5.0,Ranked #1 on top ten list and it is well deserved,Saw this on a list of top ten thermometer and thought I’d give it a try. It was ranked #1 and the price was really fair. No gouging. I honestly thought I’d hate it but boy was I wrong! This is just like my doctors office uses and I didn’t realize it. It takes your temperature in seconds and is extremely accurate. It is so easy to use I thought I couldn’t be doing it right! I love it and I will be buying them for my kids to use in their homes. If I had 1 negative thing to say (which is really reaching bc it’s so perfect) I would say it would be nice to have a pouch or something to store it in but that is nothing. I just don’t want to leave it laying out so I wrapped it in small hand towel just to keep it safe. I love it that much!!!,B075QQ8VZW,True
1039244,2020-07-31 02:06:29,5.0,Move your hair,"It is easy to use, just make sure your hair is out of the way.",B075QQ8VZW,True
1039471,2020-07-21 15:52:37,3.0,Not all that accurate or easy,"Fro social distancing, it's not good. You need to hold it 1"" or less to the forehead in order to get a reading. It seems like when you take the temp of multiple people, everyone has the same temperature (often times). the calibration is not good. I recommend a different digital thermometer, not this one.",B075QQ8VZW,True
1039500,2021-05-12 19:03:37,5.0,Quick and accurate,"When both of us recently came down with a virus, we were glad we had already purchased this thermometer. No fancy bells and whistles -- just push the button and instantly get your temperature. That's all we need and it works perfectly.",B075QQ8VZW,True
1039577,2021-12-18 19:08:26,1.0,Inaccurate temp - always under 98,"As many reviews state, the temperature isn't correct so it's useless.",B075QQ8VZW,True
1042057,2020-09-03 15:39:13,5.0,Great item,Great product highly recommended works just as described would definitely buy again.,B075QQ8VZW,True
1042676,2021-01-06 04:23:40,5.0,Great product!,Love this product. We have one at work and saw this was on sale here so I decided to get it because I like the one at work. I recommend this to my mom which she liked it so much when she got hers that her recommend it to her friend that ended up buying two of them!! Great product!!!,B075QQ8VZW,True
1042680,2023-03-10 16:37:24,3.0,I don't trust the reading,Makes me nervous because the reading changes drastically on the same spot . Easy to read cool concept but I have to use another thermometer to make sure,B075QQ8VZW,True
1042700,2020-06-11 20:29:55,5.0,Easy and fast,I not only ordered this for myself because of work but my parents are 90 asked me to send it to Florida and they use it all the time and laugh about it it is very easy it’s perfect,B075QQ8VZW,True
1043041,2023-01-13 16:53:33,5.0,Awesome,Easy to use.,B075QQ8VZW,True
1043106,2020-08-16 22:44:47,5.0,Great product !,Love everything about it ! Easy to use and accurate! Love it !,B075QQ8VZW,True
1043342,2022-08-12 23:22:46,5.0,Hope it lasts,Tried this company after the last one I bought from another company died after 3 years.,B075QQ8VZW,True
1043353,2020-08-05 23:25:26,5.0,Great no touch thermometer would definitely recommend,Purchased this due to COVID. Wanted to be able to use a thermometer without having to use disposable coverings and running out or a general thermometer. This works great. Temperature has been tested with several thermometer la to ensure accuracy and it is accurate. It is very easy to use and can be stored back in the box. Would definitely recommend,B075QQ8VZW,True
1043535,2020-08-10 17:56:32,1.0,Stopped working two months later,Bought it in June and it was perfect. Stopped working in August. $50+ thermometer shouldn't stop working two months later.,B075QQ8VZW,True
1043878,2022-07-10 19:27:40,1.0,Don’t work,"Wrong reading, even tho we had a fever, this thermometer said we have normal temperature all the time.",B075QQ8VZW,True
